index,img_path,img_pathE,img_pathQ,predEQ,label,embedE,embedQ
0_607,../new_data/style:america/607.jpg,../new_data/cut_style:america/0_607_E_.jpg,../new_data/cut_style:america/0_607_Q_.jpg,[0.         0.         0.14980562 ... 0.         0.10285271 0.        ],1,[0.         0.         0.14980562 ... 0.         0.02312393 0.01040042],[0.01800941 0.         0.02381035 ... 0.         0.10285271 0.        ]
0_609,../new_data/style:america/609.jpg,../new_data/cut_style:america/0_609_E_.jpg,../new_data/cut_style:america/0_609_Q_.jpg,[0.         0.00344267 0.25225613 ... 0.00203643 0.00443344 0.        ],1,[0.         0.00344267 0.25225613 ... 0.00055024 0.08364101 0.01668207],[0.23266686 0.         0.         ... 0.00203643 0.00443344 0.        ]
0_611,../new_data/style:america/611.jpg,../new_data/cut_style:america/0_611_E_.jpg,../new_data/cut_style:america/0_611_Q_.jpg,[0.         0.         0.         ... 0.01450857 0.2434481  0.020991  ],1,[0.         0.         0.         ... 0.         0.06546545 0.02076816],[0.22623836 0.         0.40947983 ... 0.01450857 0.2434481  0.020991  ]
0_612,../new_data/style:america/612.jpg,../new_data/cut_style:america/0_612_E_.jpg,../new_data/cut_style:america/0_612_Q_.jpg,[0.         0.00753945 0.02248321 ... 0.04531493 0.         0.00142835],1,[0.         0.00753945 0.02248321 ... 0.10028173 0.00667298 0.        ],[0.00371511 0.         0.21205084 ... 0.04531493 0.         0.00142835]
0_613,../new_data/style:america/613.jpg,../new_data/cut_style:america/0_613_E_.jpg,../new_data/cut_style:america/0_613_Q_.jpg,[0.         0.00182952 0.         ... 0.         0.00716219 0.05281104],1,[0.         0.00182952 0.         ... 0.         0.01803182 0.06654362],[0.0289262  0.         0.2093292  ... 0.         0.00716219 0.05281104]
0_614,../new_data/style:america/614.jpg,../new_data/cut_style:america/0_614_E_.jpg,../new_data/cut_style:america/0_614_Q_.jpg,[0.         0.         0.00602645 ... 0.         0.         0.12056936],1,[0.         0.         0.00602645 ... 0.         0.00193553 0.        ],[0.46406293 0.         0.043421   ... 0.         0.         0.12056936]
0_616,../new_data/style:america/616.jpg,../new_data/cut_style:america/0_616_E_.jpg,../new_data/cut_style:america/0_616_Q_.jpg,[0.         0.         0.11661202 ... 0.         0.         0.00895445],1,[0.         0.         0.11661202 ... 0.         0.         0.00997877],[0.06500867 0.         0.22530894 ... 0.         0.         0.00895445]
0_617,../new_data/style:america/617.jpg,../new_data/cut_style:america/0_617_E_.jpg,../new_data/cut_style:america/0_617_Q_.jpg,[0.         0.         0.08047397 ... 0.01586316 0.         0.02035135],1,[0.         0.         0.08047397 ... 0.64763695 0.         0.        ],[0.14359389 0.         0.         ... 0.01586316 0.         0.02035135]
0_619,../new_data/style:america/619.jpg,../new_data/cut_style:america/0_619_E_.jpg,../new_data/cut_style:america/0_619_Q_.jpg,[0.1387892  0.         0.13500936 ... 0.         0.00056076 0.        ],1,[0.1387892  0.         0.13500936 ... 0.         0.04725461 0.01934683],[0.07267779 0.         0.13407078 ... 0.         0.00056076 0.        ]
0_620,../new_data/style:america/620.jpg,../new_data/cut_style:america/0_620_E_.jpg,../new_data/cut_style:america/0_620_Q_.jpg,[0.         0.         0.08831382 ... 0.09483726 0.         0.04902064],1,[0.         0.         0.08831382 ... 0.02526664 0.         0.04046707],[0.01578244 0.         0.05015869 ... 0.09483726 0.         0.04902064]
0_621,../new_data/style:america/621.jpg,../new_data/cut_style:america/0_621_E_.jpg,../new_data/cut_style:america/0_621_Q_.jpg,[0.         0.04355559 0.10057124 ... 0.         0.01352627 0.03649646],1,[0.         0.04355559 0.10057124 ... 0.         0.30426255 0.11662829],[0.09026181 0.         0.23926002 ... 0.         0.01352627 0.03649646]
0_623,../new_data/style:america/623.jpg,../new_data/cut_style:america/0_623_E_.jpg,../new_data/cut_style:america/0_623_Q_.jpg,[0.01139048 0.         0.05523742 ... 0.03868582 0.18652326 0.01111451],1,[0.01139048 0.         0.05523742 ... 0.         0.0234576  0.04483862],[0.09579335 0.003019   0.03906884 ... 0.03868582 0.18652326 0.01111451]
0_624,../new_data/style:america/624.jpg,../new_data/cut_style:america/0_624_E_.jpg,../new_data/cut_style:america/0_624_Q_.jpg,[0.02357233 0.00090563 0.         ... 0.00392954 0.         0.01743194],1,[0.02357233 0.00090563 0.         ... 0.         0.         0.01254809],[0.20152211 0.         0.         ... 0.00392954 0.         0.01743194]
0_625,../new_data/style:america/625.jpg,../new_data/cut_style:america/0_625_E_.jpg,../new_data/cut_style:america/0_625_Q_.jpg,[0.03981022 0.00136636 0.00871555 ... 0.         0.         0.00781969],1,[0.03981022 0.00136636 0.00871555 ... 0.         0.         0.11392172],[0.03599581 0.         0.01798435 ... 0.         0.         0.00781969]
0_626,../new_data/style:america/626.jpg,../new_data/cut_style:america/0_626_E_.jpg,../new_data/cut_style:america/0_626_Q_.jpg,[0.10325118 0.07957965 0.11176892 ... 0.         0.         0.00534062],1,[0.10325118 0.07957965 0.11176892 ... 0.01634368 0.         0.12188303],[0.2464562  0.         0.08254506 ... 0.         0.         0.00534062]
0_627,../new_data/style:america/627.jpg,../new_data/cut_style:america/0_627_E_.jpg,../new_data/cut_style:america/0_627_Q_.jpg,[0.         0.         0.11085916 ... 0.00230698 0.13863346 0.06374528],1,[0.         0.         0.11085916 ... 0.00399096 0.02417181 0.23622747],[0.00140679 0.         0.02475888 ... 0.00230698 0.13863346 0.06374528]
0_630,../new_data/style:america/630.jpg,../new_data/cut_style:america/0_630_E_.jpg,../new_data/cut_style:america/0_630_Q_.jpg,[0.         0.         0.         ... 0.         0.06144797 0.00149425],1,[0.         0.         0.         ... 0.         0.00526845 0.05692064],[0.1873435  0.00538005 0.07082561 ... 0.         0.06144797 0.00149425]
0_631,../new_data/style:america/631.jpg,../new_data/cut_style:america/0_631_E_.jpg,../new_data/cut_style:america/0_631_Q_.jpg,[0.08611286 0.         0.2664796  ... 0.         0.         0.00360602],1,[0.08611286 0.         0.2664796  ... 0.01498402 0.0189865  0.4462625 ],[0.17486684 0.         0.03882883 ... 0.         0.         0.00360602]
0_632,../new_data/style:america/632.jpg,../new_data/cut_style:america/0_632_E_.jpg,../new_data/cut_style:america/0_632_Q_.jpg,[0.         0.         0.00581685 ... 0.         0.00084772 0.02003375],1,[0.         0.         0.00581685 ... 0.         0.02079483 0.56171256],[0.11462326 0.         0.05907198 ... 0.         0.00084772 0.02003375]
0_633,../new_data/style:america/633.jpg,../new_data/cut_style:america/0_633_E_.jpg,../new_data/cut_style:america/0_633_Q_.jpg,[0.03971993 0.         0.04351544 ... 0.00714108 0.         0.17030762],1,[0.03971993 0.         0.04351544 ... 0.         0.02267632 0.38318703],[0.3073569  0.         0.04531797 ... 0.00714108 0.         0.17030762]
0_635,../new_data/style:america/635.jpg,../new_data/cut_style:america/0_635_E_.jpg,../new_data/cut_style:america/0_635_Q_.jpg,[0.         0.         0.         ... 0.         0.04478019 0.05604194],1,[0.         0.         0.         ... 0.01005329 0.         0.        ],[0.02948679 0.01335612 0.395741   ... 0.         0.04478019 0.05604194]
0_636,../new_data/style:america/636.jpg,../new_data/cut_style:america/0_636_E_.jpg,../new_data/cut_style:america/0_636_Q_.jpg,[0.01180643 0.         0.00189598 ... 0.00503577 0.         0.40785065],1,[0.01180643 0.         0.00189598 ... 0.         0.         0.309381  ],[0.3778487  0.         0.1851624  ... 0.00503577 0.         0.40785065]
0_637,../new_data/style:america/637.jpg,../new_data/cut_style:america/0_637_E_.jpg,../new_data/cut_style:america/0_637_Q_.jpg,[0.         0.         0.00262948 ... 0.         0.278084   0.00331451],1,"[0.0000000e+00 0.0000000e+00 2.6294794e-03 ... 0.0000000e+00 6.4544760e-02
 2.9199464e-05]",[0.         0.         0.1665562  ... 0.         0.278084   0.00331451]
0_638,../new_data/style:america/638.jpg,../new_data/cut_style:america/0_638_E_.jpg,../new_data/cut_style:america/0_638_Q_.jpg,[0.         0.00165699 0.01680649 ... 0.         0.00729207 0.00688502],1,[0.         0.00165699 0.01680649 ... 0.         0.140462   0.03280353],[0.0373324  0.         0.11235671 ... 0.         0.00729207 0.00688502]
0_639,../new_data/style:america/639.jpg,../new_data/cut_style:america/0_639_E_.jpg,../new_data/cut_style:america/0_639_Q_.jpg,[0.01306358 0.         0.03021017 ... 0.         0.         0.10065042],1,[0.01306358 0.         0.03021017 ... 0.         0.         0.03004965],[0.26020578 0.         0.11169179 ... 0.         0.         0.10065042]
0_640,../new_data/style:america/640.jpg,../new_data/cut_style:america/0_640_E_.jpg,../new_data/cut_style:america/0_640_Q_.jpg,[0.11106191 0.02652316 0.         ... 0.         0.         0.02753048],1,[0.11106191 0.02652316 0.         ... 0.         0.01104315 0.22473368],[0.24763417 0.         0.         ... 0.         0.         0.02753048]
0_641,../new_data/style:america/641.jpg,../new_data/cut_style:america/0_641_E_.jpg,../new_data/cut_style:america/0_641_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.03981956],1,[0.         0.         0.         ... 0.         0.00391181 0.00344707],[0.15697418 0.         0.         ... 0.         0.         0.03981956]
0_642,../new_data/style:america/642.jpg,../new_data/cut_style:america/0_642_E_.jpg,../new_data/cut_style:america/0_642_Q_.jpg,[0.         0.02794111 0.         ... 0.         0.         0.01830401],1,[0.         0.02794111 0.         ... 0.         0.17481333 0.00043265],[0.27335095 0.01290419 0.06163579 ... 0.         0.         0.01830401]
0_643,../new_data/style:america/643.jpg,../new_data/cut_style:america/0_643_E_.jpg,../new_data/cut_style:america/0_643_Q_.jpg,[0.         0.         0.03025133 ... 0.         0.00149619 0.07903694],1,[0.         0.         0.03025133 ... 0.         0.01397817 0.09181591],[0.2845044  0.         0.01758282 ... 0.         0.00149619 0.07903694]
0_645,../new_data/style:america/645.jpg,../new_data/cut_style:america/0_645_E_.jpg,../new_data/cut_style:america/0_645_Q_.jpg,[0.         0.         0.07213022 ... 0.         0.04275259 0.01166266],1,[0.         0.         0.07213022 ... 0.         0.         0.07437979],[0.01257214 0.         0.29996458 ... 0.         0.04275259 0.01166266]
0_646,../new_data/style:america/646.jpg,../new_data/cut_style:america/0_646_E_.jpg,../new_data/cut_style:america/0_646_Q_.jpg,[0.15021025 0.         0.22638202 ... 0.         0.16965778 0.1038818 ],1,[0.15021025 0.         0.22638202 ... 0.02286294 0.04543445 0.12070874],[0.         0.         0.0279322  ... 0.         0.16965778 0.1038818 ]
0_650,../new_data/style:america/650.jpg,../new_data/cut_style:america/0_650_E_.jpg,../new_data/cut_style:america/0_650_Q_.jpg,[0.00392922 0.         0.00026239 ... 0.00026743 0.00492421 0.00635993],1,[0.00392922 0.         0.00026239 ... 0.         0.13253264 0.04166451],[0.00616525 0.         0.         ... 0.00026743 0.00492421 0.00635993]
0_653,../new_data/style:america/653.jpg,../new_data/cut_style:america/0_653_E_.jpg,../new_data/cut_style:america/0_653_Q_.jpg,[0.         0.         0.04088262 ... 0.09324805 0.         0.01130569],1,[0.         0.         0.04088262 ... 0.         0.0708348  0.16387971],[0.02403016 0.         0.         ... 0.09324805 0.         0.01130569]
0_655,../new_data/style:america/655.jpg,../new_data/cut_style:america/0_655_E_.jpg,../new_data/cut_style:america/0_655_Q_.jpg,[0.         0.         0.         ... 0.00887369 0.00627975 0.07108882],1,[0.         0.         0.         ... 0.06912392 0.         0.07188164],[0.15176821 0.         0.         ... 0.00887369 0.00627975 0.07108882]
0_656,../new_data/style:america/656.jpg,../new_data/cut_style:america/0_656_E_.jpg,../new_data/cut_style:america/0_656_Q_.jpg,[0.         0.         0.02851713 ... 0.         0.16674946 0.07208252],1,[0.         0.         0.02851713 ... 0.         0.         0.04693228],"[2.0496846e-04 0.0000000e+00 6.0267127e-01 ... 0.0000000e+00 1.6674946e-01
 7.2082520e-02]"
0_658,../new_data/style:america/658.jpg,../new_data/cut_style:america/0_658_E_.jpg,../new_data/cut_style:america/0_658_Q_.jpg,[0.22155574 0.         0.00194724 ... 0.         0.         0.        ],1,[0.22155574 0.         0.00194724 ... 0.01593867 0.         0.07333833],[0.14761312 0.         0.0871724  ... 0.         0.         0.        ]
0_660,../new_data/style:america/660.jpg,../new_data/cut_style:america/0_660_E_.jpg,../new_data/cut_style:america/0_660_Q_.jpg,[0.         0.01807917 0.10435871 ... 0.         0.0913039  0.03747868],1,[0.         0.01807917 0.10435871 ... 0.         0.04884884 0.01739924],[0.2753708  0.         0.00634959 ... 0.         0.0913039  0.03747868]
0_661,../new_data/style:america/661.jpg,../new_data/cut_style:america/0_661_E_.jpg,../new_data/cut_style:america/0_661_Q_.jpg,[0.00401587 0.         0.01398605 ... 0.         0.         0.01760366],1,[0.00401587 0.         0.01398605 ... 0.         0.         0.02221219],[0.03389045 0.00654811 0.19327666 ... 0.         0.         0.01760366]
0_666,../new_data/style:america/666.jpg,../new_data/cut_style:america/0_666_E_.jpg,../new_data/cut_style:america/0_666_Q_.jpg,[0.         0.         0.29549587 ... 0.         0.0279143  0.02966326],1,[0.         0.         0.29549587 ... 0.         0.01722907 0.20084102],[0.17666931 0.         0.5487771  ... 0.         0.0279143  0.02966326]
0_667,../new_data/style:america/667.jpg,../new_data/cut_style:america/0_667_E_.jpg,../new_data/cut_style:america/0_667_Q_.jpg,[0.         0.         0.08860033 ... 0.         0.         0.05074715],1,[0.         0.         0.08860033 ... 0.         0.01577886 0.01429306],[0.         0.         0.07394019 ... 0.         0.         0.05074715]
0_668,../new_data/style:america/668.jpg,../new_data/cut_style:america/0_668_E_.jpg,../new_data/cut_style:america/0_668_Q_.jpg,[0.00190067 0.         0.02532249 ... 0.         0.00636895 0.03717071],1,[0.00190067 0.         0.02532249 ... 0.1319421  0.         0.20177795],[0.49356744 0.         0.         ... 0.         0.00636895 0.03717071]
0_671,../new_data/style:america/671.jpg,../new_data/cut_style:america/0_671_E_.jpg,../new_data/cut_style:america/0_671_Q_.jpg,[0.02002233 0.         0.09206225 ... 0.         0.08272827 0.        ],1,[0.02002233 0.         0.09206225 ... 0.         0.03054341 0.27686733],[0.10488308 0.         0.00257941 ... 0.         0.08272827 0.        ]
0_675,../new_data/style:america/675.jpg,../new_data/cut_style:america/0_675_E_.jpg,../new_data/cut_style:america/0_675_Q_.jpg,[0.01865841 0.03331784 0.09485684 ... 0.         0.03393238 0.02828679],1,[0.01865841 0.03331784 0.09485684 ... 0.         0.0181005  0.03526534],[0.16543321 0.         0.06269818 ... 0.         0.03393238 0.02828679]
0_676,../new_data/style:america/676.jpg,../new_data/cut_style:america/0_676_E_.jpg,../new_data/cut_style:america/0_676_Q_.jpg,[0.13446347 0.01170799 0.11680461 ... 0.         0.01123593 0.02890158],1,[0.13446347 0.01170799 0.11680461 ... 0.         0.         0.23532383],[0.         0.         0.23395118 ... 0.         0.01123593 0.02890158]
0_677,../new_data/style:america/677.jpg,../new_data/cut_style:america/0_677_E_.jpg,../new_data/cut_style:america/0_677_Q_.jpg,[0.         0.         0.         ... 0.         0.0070766  0.11201015],1,[0.         0.         0.         ... 0.         0.         0.00226101],[0.         0.         0.00961835 ... 0.         0.0070766  0.11201015]
0_678,../new_data/style:america/678.jpg,../new_data/cut_style:america/0_678_E_.jpg,../new_data/cut_style:america/0_678_Q_.jpg,[0.         0.00164392 0.00465765 ... 0.         0.00984793 0.01101324],1,[0.         0.00164392 0.00465765 ... 0.00605207 0.         0.2407443 ],[0.         0.         0.12516521 ... 0.         0.00984793 0.01101324]
0_679,../new_data/style:america/679.jpg,../new_data/cut_style:america/0_679_E_.jpg,../new_data/cut_style:america/0_679_Q_.jpg,[0. 0. 0. ... 0. 0. 0.],1,[0.         0.         0.         ... 0.07595374 0.2204904  0.05912445],[0. 0. 0. ... 0. 0. 0.]
0_681,../new_data/style:america/681.jpg,../new_data/cut_style:america/0_681_E_.jpg,../new_data/cut_style:america/0_681_Q_.jpg,[0.02159575 0.10585318 0.         ... 0.         0.         0.01158857],1,[0.02159575 0.10585318 0.         ... 0.10699517 0.         0.06090897],[0.01238407 0.         0.04092222 ... 0.         0.         0.01158857]
0_684,../new_data/style:america/684.jpg,../new_data/cut_style:america/0_684_E_.jpg,../new_data/cut_style:america/0_684_Q_.jpg,[0.         0.         0.05278476 ... 0.         0.00433994 0.00987092],1,[0.         0.         0.05278476 ... 0.         0.         0.07590897],[0.         0.01344147 0.23873602 ... 0.         0.00433994 0.00987092]
0_685,../new_data/style:america/685.jpg,../new_data/cut_style:america/0_685_E_.jpg,../new_data/cut_style:america/0_685_Q_.jpg,[0.         0.00373886 0.21715836 ... 0.         0.00575973 0.        ],1,[0.         0.00373886 0.21715836 ... 0.05829738 0.0126495  0.12870814],[0.18700361 0.         0.0849252  ... 0.         0.00575973 0.        ]
0_687,../new_data/style:america/687.jpg,../new_data/cut_style:america/0_687_E_.jpg,../new_data/cut_style:america/0_687_Q_.jpg,[0.00270304 0.         0.06671882 ... 0.         0.00467678 0.0001657 ],1,[0.00270304 0.         0.06671882 ... 0.         0.         0.025574  ],[0.12136485 0.         0.05976162 ... 0.         0.00467678 0.0001657 ]
0_688,../new_data/style:america/688.jpg,../new_data/cut_style:america/0_688_E_.jpg,../new_data/cut_style:america/0_688_Q_.jpg,[0.0024251  0.         0.05272312 ... 0.         0.         0.01846237],1,[0.0024251  0.         0.05272312 ... 0.         0.15410182 0.00064254],[0.         0.         0.00814759 ... 0.         0.         0.01846237]
0_689,../new_data/style:america/689.jpg,../new_data/cut_style:america/0_689_E_.jpg,../new_data/cut_style:america/0_689_Q_.jpg,[0.         0.00807259 0.         ... 0.01567993 0.0428238  0.00439877],1,[0.         0.00807259 0.         ... 0.00373514 0.         0.01765478],[0.372241   0.02497586 0.26496556 ... 0.01567993 0.0428238  0.00439877]
0_690,../new_data/style:america/690.jpg,../new_data/cut_style:america/0_690_E_.jpg,../new_data/cut_style:america/0_690_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.03256026],1,[0.         0.         0.         ... 0.         0.03485133 0.15296635],[0.         0.         0.10837841 ... 0.         0.         0.03256026]
0_691,../new_data/style:america/691.jpg,../new_data/cut_style:america/0_691_E_.jpg,../new_data/cut_style:america/0_691_Q_.jpg,[0.         0.05415598 0.00790466 ... 0.         0.         0.019523  ],1,[0.         0.05415598 0.00790466 ... 0.00092196 0.         0.00775615],[0.00984664 0.         0.0863331  ... 0.         0.         0.019523  ]
0_692,../new_data/style:america/692.jpg,../new_data/cut_style:america/0_692_E_.jpg,../new_data/cut_style:america/0_692_Q_.jpg,[0.05691991 0.         0.00365573 ... 0.         0.         0.00480543],1,[0.05691991 0.         0.00365573 ... 0.         0.01695709 0.01624664],[0.         0.         0.         ... 0.         0.         0.00480543]
0_693,../new_data/style:america/693.jpg,../new_data/cut_style:america/0_693_E_.jpg,../new_data/cut_style:america/0_693_Q_.jpg,[0.06862347 0.         0.         ... 0.036663   0.         0.00985652],1,[0.06862347 0.         0.         ... 0.01351798 0.05924602 0.5267526 ],[0.01652035 0.         0.         ... 0.036663   0.         0.00985652]
0_695,../new_data/style:america/695.jpg,../new_data/cut_style:america/0_695_E_.jpg,../new_data/cut_style:america/0_695_Q_.jpg,[0.00562137 0.11241855 0.2671419  ... 0.         0.609558   0.00391574],1,[0.00562137 0.11241855 0.2671419  ... 0.00670714 0.01097703 1.0301197 ],[0.04099912 0.         0.20180726 ... 0.         0.609558   0.00391574]
0_696,../new_data/style:america/696.jpg,../new_data/cut_style:america/0_696_E_.jpg,../new_data/cut_style:america/0_696_Q_.jpg,[0.         0.         0.01192936 ... 0.         0.10004917 0.        ],1,[0.         0.         0.01192936 ... 0.         0.23051926 0.1973379 ],[0.02397464 0.         0.16003256 ... 0.         0.10004917 0.        ]
0_699,../new_data/style:america/699.jpg,../new_data/cut_style:america/0_699_E_.jpg,../new_data/cut_style:america/0_699_Q_.jpg,[0.         0.         0.00670071 ... 0.         0.         0.        ],1,[0.         0.         0.00670071 ... 0.         0.05226161 0.02994957],[0.01051348 0.         0.29246712 ... 0.         0.         0.        ]
0_700,../new_data/style:america/700.jpg,../new_data/cut_style:america/0_700_E_.jpg,../new_data/cut_style:america/0_700_Q_.jpg,[0.02350293 0.         0.32348108 ... 0.         0.00034519 0.01130261],1,[0.02350293 0.         0.32348108 ... 0.00117321 0.06342243 0.        ],[0.02720351 0.         0.01391918 ... 0.         0.00034519 0.01130261]
0_701,../new_data/style:america/701.jpg,../new_data/cut_style:america/0_701_E_.jpg,../new_data/cut_style:america/0_701_Q_.jpg,[0.         0.         0.00510968 ... 0.         0.29002926 0.01224133],1,[0.         0.         0.00510968 ... 0.         0.2725476  0.3757526 ],[0.         0.         0.14626007 ... 0.         0.29002926 0.01224133]
0_703,../new_data/style:america/703.jpg,../new_data/cut_style:america/0_703_E_.jpg,../new_data/cut_style:america/0_703_Q_.jpg,[0.         0.         0.04111374 ... 0.         0.         0.01417561],1,[0.         0.         0.04111374 ... 0.02188268 0.04552536 0.6013393 ],[0.0763889  0.         0.48216352 ... 0.         0.         0.01417561]
0_705,../new_data/style:america/705.jpg,../new_data/cut_style:america/0_705_E_.jpg,../new_data/cut_style:america/0_705_Q_.jpg,[0.00593531 0.         0.         ... 0.         0.06721243 0.11072884],1,[0.00593531 0.         0.         ... 0.06434817 0.         0.00060049],[0.09636143 0.01887668 0.25959784 ... 0.         0.06721243 0.11072884]
0_707,../new_data/style:america/707.jpg,../new_data/cut_style:america/0_707_E_.jpg,../new_data/cut_style:america/0_707_Q_.jpg,[0.         0.02249245 0.02484067 ... 0.         0.00641271 0.0047189 ],1,[0.         0.02249245 0.02484067 ... 0.         0.00035285 0.12181718],[0.3217746  0.         0.1877029  ... 0.         0.00641271 0.0047189 ]
0_710,../new_data/style:america/710.jpg,../new_data/cut_style:america/0_710_E_.jpg,../new_data/cut_style:america/0_710_Q_.jpg,[0.         0.         0.15447196 ... 0.         0.00344595 0.00441531],1,[0.         0.         0.15447196 ... 0.18232283 0.05909709 0.00266189],[0.00754685 0.         0.07533804 ... 0.         0.00344595 0.00441531]
0_711,../new_data/style:america/711.jpg,../new_data/cut_style:america/0_711_E_.jpg,../new_data/cut_style:america/0_711_Q_.jpg,[0.         0.         0.077608   ... 0.         0.21220984 0.12182007],1,[0.         0.         0.077608   ... 0.04051011 0.         0.04700341],[0.43877035 0.         0.08293705 ... 0.         0.21220984 0.12182007]
0_713,../new_data/style:america/713.jpg,../new_data/cut_style:america/0_713_E_.jpg,../new_data/cut_style:america/0_713_Q_.jpg,[0.04990302 0.01064298 0.19796108 ... 0.         0.00078382 0.        ],1,[0.04990302 0.01064298 0.19796108 ... 0.06421104 0.03804622 0.15713288],[0.02509524 0.00426857 0.41654712 ... 0.         0.00078382 0.        ]
0_715,../new_data/style:america/715.jpg,../new_data/cut_style:america/0_715_E_.jpg,../new_data/cut_style:america/0_715_Q_.jpg,[0.         0.         0.         ... 0.         0.01917143 0.0113173 ],1,[0.         0.         0.         ... 0.01977833 0.01243779 0.        ],[0.13297461 0.         0.16058865 ... 0.         0.01917143 0.0113173 ]
0_718,../new_data/style:america/718.jpg,../new_data/cut_style:america/0_718_E_.jpg,../new_data/cut_style:america/0_718_Q_.jpg,[0.        0.        0.0049196 ... 0.        0.        0.       ],1,[0.         0.         0.0049196  ... 0.01690693 0.00272014 0.03562142],[0. 0. 0. ... 0. 0. 0.]
0_719,../new_data/style:america/719.jpg,../new_data/cut_style:america/0_719_E_.jpg,../new_data/cut_style:america/0_719_Q_.jpg,[0.         0.         0.         ... 0.         0.         0.00548597],1,[0.         0.         0.         ... 0.         0.0013164  0.02795681],[0.28361097 0.         0.         ... 0.         0.         0.00548597]
0_720,../new_data/style:america/720.jpg,../new_data/cut_style:america/0_720_E_.jpg,../new_data/cut_style:america/0_720_Q_.jpg,"[0.0000000e+00 2.6941299e-05 4.3834109e-04 ... 0.0000000e+00 2.8026696e-02
 3.0302158e-02]",1,"[0.0000000e+00 2.6941299e-05 4.3834109e-04 ... 0.0000000e+00 1.4173065e-02
 3.4033713e-01]",[0.04532998 0.         0.         ... 0.         0.0280267  0.03030216]
0_721,../new_data/style:america/721.jpg,../new_data/cut_style:america/0_721_E_.jpg,../new_data/cut_style:america/0_721_Q_.jpg,[0.         0.         0.         ... 0.         0.00276836 0.26719943],1,[0.         0.         0.         ... 0.16208942 0.         0.01191311],[0.         0.00592589 0.26803407 ... 0.         0.00276836 0.26719943]
0_722,../new_data/style:america/722.jpg,../new_data/cut_style:america/0_722_E_.jpg,../new_data/cut_style:america/0_722_Q_.jpg,[0.         0.         0.         ... 0.         0.00285092 0.00519565],1,[0.         0.         0.         ... 0.00759476 0.03460441 0.14960083],[0.44385225 0.         0.04063187 ... 0.         0.00285092 0.00519565]
0_723,../new_data/style:america/723.jpg,../new_data/cut_style:america/0_723_E_.jpg,../new_data/cut_style:america/0_723_Q_.jpg,[0.00764332 0.         0.02453504 ... 0.00232844 0.         0.00348254],1,[0.00764332 0.         0.02453504 ... 0.00044045 0.06217791 0.        ],[0.10755844 0.         0.25182027 ... 0.00232844 0.         0.00348254]
0_724,../new_data/style:america/724.jpg,../new_data/cut_style:america/0_724_E_.jpg,../new_data/cut_style:america/0_724_Q_.jpg,[0.         0.         0.         ... 0.         0.03792775 0.01195742],1,[0.         0.         0.         ... 0.         0.         0.20288822],[0.18247473 0.         0.0682364  ... 0.         0.03792775 0.01195742]
0_725,../new_data/style:america/725.jpg,../new_data/cut_style:america/0_725_E_.jpg,../new_data/cut_style:america/0_725_Q_.jpg,[0.         0.00074727 0.         ... 0.         0.         0.03096164],1,[0.         0.00074727 0.         ... 0.         0.         0.03964704],[0.00519422 0.00503591 0.11016275 ... 0.         0.         0.03096164]
0_726,../new_data/style:america/726.jpg,../new_data/cut_style:america/0_726_E_.jpg,../new_data/cut_style:america/0_726_Q_.jpg,[0.07451276 0.         0.07143603 ... 0.         0.0183163  0.00241896],1,[0.07451276 0.         0.07143603 ... 0.         0.0220654  0.34083644],[0.05845022 0.         0.04743389 ... 0.         0.0183163  0.00241896]
0_727,../new_data/style:america/727.jpg,../new_data/cut_style:america/0_727_E_.jpg,../new_data/cut_style:america/0_727_Q_.jpg,[0.13492778 0.         0.09268998 ... 0.         0.04594101 0.02133395],1,[0.13492778 0.         0.09268998 ... 0.         0.03905125 0.13852   ],[0.2305351  0.         0.03441115 ... 0.         0.04594101 0.02133395]
0_728,../new_data/style:america/728.jpg,../new_data/cut_style:america/0_728_E_.jpg,../new_data/cut_style:america/0_728_Q_.jpg,[0.00219933 0.         0.00035275 ... 0.         0.01299561 0.        ],1,[0.00219933 0.         0.00035275 ... 0.         0.         0.00708987],[0.03952389 0.         0.1638131  ... 0.         0.01299561 0.        ]
0_732,../new_data/style:america/732.jpg,../new_data/cut_style:america/0_732_E_.jpg,../new_data/cut_style:america/0_732_Q_.jpg,[0.01700423 0.00618526 0.         ... 0.         0.00334018 0.01148619],1,[0.01700423 0.00618526 0.         ... 0.         0.         0.22637722],[0.03437547 0.         0.12208    ... 0.         0.00334018 0.01148619]
0_733,../new_data/style:america/733.jpg,../new_data/cut_style:america/0_733_E_.jpg,../new_data/cut_style:america/0_733_Q_.jpg,[0.         0.         0.         ... 0.         0.28381267 0.0851208 ],1,[0.         0.         0.         ... 0.         0.07828305 0.04873177],[0.06573805 0.01866163 0.18825991 ... 0.         0.28381267 0.0851208 ]
0_734,../new_data/style:america/734.jpg,../new_data/cut_style:america/0_734_E_.jpg,../new_data/cut_style:america/0_734_Q_.jpg,[0.         0.         0.05726263 ... 0.         0.         0.10358041],1,[0.         0.         0.05726263 ... 0.00504047 0.         0.00883681],[0.06711871 0.         0.04348513 ... 0.         0.         0.10358041]
