idxE,idxQ,img_pathE,img_pathQ
0_794_E,2_601_Q,...TYPE0E_PATH/0_794_E,...TYPE2Q_PATH/2_601_Q
0_125_E,1_335_Q,...TYPE0E_PATH/0_125_E,...TYPE1Q_PATH/1_335_Q
0_786_E,2_587_Q,...TYPE0E_PATH/0_786_E,...TYPE2Q_PATH/2_587_Q
0_23_E,1_906_Q,...TYPE0E_PATH/0_23_E,...TYPE1Q_PATH/1_906_Q
0_863_E,2_450_Q,...TYPE0E_PATH/0_863_E,...TYPE2Q_PATH/2_450_Q
0_839_E,1_550_Q,...TYPE0E_PATH/0_839_E,...TYPE1Q_PATH/1_550_Q
0_332_E,2_971_Q,...TYPE0E_PATH/0_332_E,...TYPE2Q_PATH/2_971_Q
0_976_E,1_774_Q,...TYPE0E_PATH/0_976_E,...TYPE1Q_PATH/1_774_Q
0_701_E,2_473_Q,...TYPE0E_PATH/0_701_E,...TYPE2Q_PATH/2_473_Q
0_101_E,1_843_Q,...TYPE0E_PATH/0_101_E,...TYPE1Q_PATH/1_843_Q
0_224_E,2_379_Q,...TYPE0E_PATH/0_224_E,...TYPE2Q_PATH/2_379_Q
0_115_E,1_48_Q,...TYPE0E_PATH/0_115_E,...TYPE1Q_PATH/1_48_Q
0_570_E,2_140_Q,...TYPE0E_PATH/0_570_E,...TYPE2Q_PATH/2_140_Q
0_435_E,1_347_Q,...TYPE0E_PATH/0_435_E,...TYPE1Q_PATH/1_347_Q
0_704_E,2_324_Q,...TYPE0E_PATH/0_704_E,...TYPE2Q_PATH/2_324_Q
0_950_E,1_974_Q,...TYPE0E_PATH/0_950_E,...TYPE1Q_PATH/1_974_Q
0_655_E,2_266_Q,...TYPE0E_PATH/0_655_E,...TYPE2Q_PATH/2_266_Q
0_120_E,1_136_Q,...TYPE0E_PATH/0_120_E,...TYPE1Q_PATH/1_136_Q
0_276_E,2_870_Q,...TYPE0E_PATH/0_276_E,...TYPE2Q_PATH/2_870_Q
0_384_E,1_446_Q,...TYPE0E_PATH/0_384_E,...TYPE1Q_PATH/1_446_Q
0_388_E,2_689_Q,...TYPE0E_PATH/0_388_E,...TYPE2Q_PATH/2_689_Q
0_47_E,1_148_Q,...TYPE0E_PATH/0_47_E,...TYPE1Q_PATH/1_148_Q
0_473_E,2_165_Q,...TYPE0E_PATH/0_473_E,...TYPE2Q_PATH/2_165_Q
0_171_E,1_881_Q,...TYPE0E_PATH/0_171_E,...TYPE1Q_PATH/1_881_Q
0_167_E,2_332_Q,...TYPE0E_PATH/0_167_E,...TYPE2Q_PATH/2_332_Q
0_317_E,1_530_Q,...TYPE0E_PATH/0_317_E,...TYPE1Q_PATH/1_530_Q
0_994_E,2_831_Q,...TYPE0E_PATH/0_994_E,...TYPE2Q_PATH/2_831_Q
0_324_E,1_165_Q,...TYPE0E_PATH/0_324_E,...TYPE1Q_PATH/1_165_Q
0_746_E,2_23_Q,...TYPE0E_PATH/0_746_E,...TYPE2Q_PATH/2_23_Q
0_880_E,1_457_Q,...TYPE0E_PATH/0_880_E,...TYPE1Q_PATH/1_457_Q
0_546_E,2_232_Q,...TYPE0E_PATH/0_546_E,...TYPE2Q_PATH/2_232_Q
0_263_E,1_638_Q,...TYPE0E_PATH/0_263_E,...TYPE1Q_PATH/1_638_Q
0_175_E,2_627_Q,...TYPE0E_PATH/0_175_E,...TYPE2Q_PATH/2_627_Q
0_145_E,1_305_Q,...TYPE0E_PATH/0_145_E,...TYPE1Q_PATH/1_305_Q
0_907_E,2_522_Q,...TYPE0E_PATH/0_907_E,...TYPE2Q_PATH/2_522_Q
0_43_E,1_811_Q,...TYPE0E_PATH/0_43_E,...TYPE1Q_PATH/1_811_Q
0_623_E,2_500_Q,...TYPE0E_PATH/0_623_E,...TYPE2Q_PATH/2_500_Q
0_504_E,1_272_Q,...TYPE0E_PATH/0_504_E,...TYPE1Q_PATH/1_272_Q
0_73_E,2_265_Q,...TYPE0E_PATH/0_73_E,...TYPE2Q_PATH/2_265_Q
0_86_E,1_408_Q,...TYPE0E_PATH/0_86_E,...TYPE1Q_PATH/1_408_Q
0_663_E,2_960_Q,...TYPE0E_PATH/0_663_E,...TYPE2Q_PATH/2_960_Q
0_376_E,1_291_Q,...TYPE0E_PATH/0_376_E,...TYPE1Q_PATH/1_291_Q
0_699_E,2_342_Q,...TYPE0E_PATH/0_699_E,...TYPE2Q_PATH/2_342_Q
0_530_E,1_790_Q,...TYPE0E_PATH/0_530_E,...TYPE1Q_PATH/1_790_Q
0_970_E,2_21_Q,...TYPE0E_PATH/0_970_E,...TYPE2Q_PATH/2_21_Q
0_984_E,1_602_Q,...TYPE0E_PATH/0_984_E,...TYPE1Q_PATH/1_602_Q
0_273_E,2_119_Q,...TYPE0E_PATH/0_273_E,...TYPE2Q_PATH/2_119_Q
0_851_E,1_808_Q,...TYPE0E_PATH/0_851_E,...TYPE1Q_PATH/1_808_Q
0_686_E,2_189_Q,...TYPE0E_PATH/0_686_E,...TYPE2Q_PATH/2_189_Q
0_345_E,1_498_Q,...TYPE0E_PATH/0_345_E,...TYPE1Q_PATH/1_498_Q
0_214_E,2_802_Q,...TYPE0E_PATH/0_214_E,...TYPE2Q_PATH/2_802_Q
0_403_E,1_755_Q,...TYPE0E_PATH/0_403_E,...TYPE1Q_PATH/1_755_Q
0_363_E,2_32_Q,...TYPE0E_PATH/0_363_E,...TYPE2Q_PATH/2_32_Q
0_226_E,1_769_Q,...TYPE0E_PATH/0_226_E,...TYPE1Q_PATH/1_769_Q
0_379_E,2_792_Q,...TYPE0E_PATH/0_379_E,...TYPE2Q_PATH/2_792_Q
0_987_E,1_909_Q,...TYPE0E_PATH/0_987_E,...TYPE1Q_PATH/1_909_Q
0_166_E,2_488_Q,...TYPE0E_PATH/0_166_E,...TYPE2Q_PATH/2_488_Q
0_164_E,1_323_Q,...TYPE0E_PATH/0_164_E,...TYPE1Q_PATH/1_323_Q
0_373_E,2_389_Q,...TYPE0E_PATH/0_373_E,...TYPE2Q_PATH/2_389_Q
0_335_E,1_521_Q,...TYPE0E_PATH/0_335_E,...TYPE1Q_PATH/1_521_Q
0_854_E,2_112_Q,...TYPE0E_PATH/0_854_E,...TYPE2Q_PATH/2_112_Q
0_600_E,1_829_Q,...TYPE0E_PATH/0_600_E,...TYPE1Q_PATH/1_829_Q
0_650_E,2_20_Q,...TYPE0E_PATH/0_650_E,...TYPE2Q_PATH/2_20_Q
0_916_E,1_179_Q,...TYPE0E_PATH/0_916_E,...TYPE1Q_PATH/1_179_Q
0_464_E,2_788_Q,...TYPE0E_PATH/0_464_E,...TYPE2Q_PATH/2_788_Q
0_472_E,1_352_Q,...TYPE0E_PATH/0_472_E,...TYPE1Q_PATH/1_352_Q
0_954_E,2_247_Q,...TYPE0E_PATH/0_954_E,...TYPE2Q_PATH/2_247_Q
0_447_E,1_301_Q,...TYPE0E_PATH/0_447_E,...TYPE1Q_PATH/1_301_Q
0_947_E,2_374_Q,...TYPE0E_PATH/0_947_E,...TYPE2Q_PATH/2_374_Q
0_107_E,1_377_Q,...TYPE0E_PATH/0_107_E,...TYPE1Q_PATH/1_377_Q
0_103_E,2_722_Q,...TYPE0E_PATH/0_103_E,...TYPE2Q_PATH/2_722_Q
0_856_E,1_595_Q,...TYPE0E_PATH/0_856_E,...TYPE1Q_PATH/1_595_Q
0_887_E,2_536_Q,...TYPE0E_PATH/0_887_E,...TYPE2Q_PATH/2_536_Q
0_155_E,1_121_Q,...TYPE0E_PATH/0_155_E,...TYPE1Q_PATH/1_121_Q
0_978_E,2_337_Q,...TYPE0E_PATH/0_978_E,...TYPE2Q_PATH/2_337_Q
0_458_E,1_516_Q,...TYPE0E_PATH/0_458_E,...TYPE1Q_PATH/1_516_Q
0_875_E,2_415_Q,...TYPE0E_PATH/0_875_E,...TYPE2Q_PATH/2_415_Q
0_280_E,1_951_Q,...TYPE0E_PATH/0_280_E,...TYPE1Q_PATH/1_951_Q
0_81_E,2_808_Q,...TYPE0E_PATH/0_81_E,...TYPE2Q_PATH/2_808_Q
0_207_E,1_224_Q,...TYPE0E_PATH/0_207_E,...TYPE1Q_PATH/1_224_Q
0_296_E,2_91_Q,...TYPE0E_PATH/0_296_E,...TYPE2Q_PATH/2_91_Q
0_154_E,1_44_Q,...TYPE0E_PATH/0_154_E,...TYPE1Q_PATH/1_44_Q
0_791_E,2_81_Q,...TYPE0E_PATH/0_791_E,...TYPE2Q_PATH/2_81_Q
0_587_E,1_978_Q,...TYPE0E_PATH/0_587_E,...TYPE1Q_PATH/1_978_Q
0_233_E,2_492_Q,...TYPE0E_PATH/0_233_E,...TYPE2Q_PATH/2_492_Q
0_757_E,1_783_Q,...TYPE0E_PATH/0_757_E,...TYPE1Q_PATH/1_783_Q
0_677_E,2_695_Q,...TYPE0E_PATH/0_677_E,...TYPE2Q_PATH/2_695_Q
0_985_E,1_134_Q,...TYPE0E_PATH/0_985_E,...TYPE1Q_PATH/1_134_Q
0_46_E,2_263_Q,...TYPE0E_PATH/0_46_E,...TYPE2Q_PATH/2_263_Q
0_383_E,1_983_Q,...TYPE0E_PATH/0_383_E,...TYPE1Q_PATH/1_983_Q
0_71_E,2_980_Q,...TYPE0E_PATH/0_71_E,...TYPE2Q_PATH/2_980_Q
0_801_E,1_462_Q,...TYPE0E_PATH/0_801_E,...TYPE1Q_PATH/1_462_Q
0_721_E,2_626_Q,...TYPE0E_PATH/0_721_E,...TYPE2Q_PATH/2_626_Q
0_648_E,1_896_Q,...TYPE0E_PATH/0_648_E,...TYPE1Q_PATH/1_896_Q
0_196_E,2_350_Q,...TYPE0E_PATH/0_196_E,...TYPE2Q_PATH/2_350_Q
0_806_E,1_126_Q,...TYPE0E_PATH/0_806_E,...TYPE1Q_PATH/1_126_Q
0_591_E,2_314_Q,...TYPE0E_PATH/0_591_E,...TYPE2Q_PATH/2_314_Q
0_536_E,1_942_Q,...TYPE0E_PATH/0_536_E,...TYPE1Q_PATH/1_942_Q
0_370_E,2_979_Q,...TYPE0E_PATH/0_370_E,...TYPE2Q_PATH/2_979_Q
0_503_E,1_480_Q,...TYPE0E_PATH/0_503_E,...TYPE1Q_PATH/1_480_Q
0_882_E,2_851_Q,...TYPE0E_PATH/0_882_E,...TYPE2Q_PATH/2_851_Q
0_737_E,1_424_Q,...TYPE0E_PATH/0_737_E,...TYPE1Q_PATH/1_424_Q
0_906_E,2_608_Q,...TYPE0E_PATH/0_906_E,...TYPE2Q_PATH/2_608_Q
0_559_E,1_376_Q,...TYPE0E_PATH/0_559_E,...TYPE1Q_PATH/1_376_Q
0_633_E,2_942_Q,...TYPE0E_PATH/0_633_E,...TYPE2Q_PATH/2_942_Q
0_544_E,1_52_Q,...TYPE0E_PATH/0_544_E,...TYPE1Q_PATH/1_52_Q
0_643_E,2_724_Q,...TYPE0E_PATH/0_643_E,...TYPE2Q_PATH/2_724_Q
0_356_E,1_217_Q,...TYPE0E_PATH/0_356_E,...TYPE1Q_PATH/1_217_Q
0_849_E,2_186_Q,...TYPE0E_PATH/0_849_E,...TYPE2Q_PATH/2_186_Q
0_206_E,1_745_Q,...TYPE0E_PATH/0_206_E,...TYPE1Q_PATH/1_745_Q
0_300_E,2_203_Q,...TYPE0E_PATH/0_300_E,...TYPE2Q_PATH/2_203_Q
0_888_E,1_788_Q,...TYPE0E_PATH/0_888_E,...TYPE1Q_PATH/1_788_Q
0_565_E,2_786_Q,...TYPE0E_PATH/0_565_E,...TYPE2Q_PATH/2_786_Q
0_611_E,1_225_Q,...TYPE0E_PATH/0_611_E,...TYPE1Q_PATH/1_225_Q
0_80_E,2_698_Q,...TYPE0E_PATH/0_80_E,...TYPE2Q_PATH/2_698_Q
0_711_E,1_795_Q,...TYPE0E_PATH/0_711_E,...TYPE1Q_PATH/1_795_Q
0_387_E,2_675_Q,...TYPE0E_PATH/0_387_E,...TYPE2Q_PATH/2_675_Q
0_531_E,1_465_Q,...TYPE0E_PATH/0_531_E,...TYPE1Q_PATH/1_465_Q
0_127_E,2_237_Q,...TYPE0E_PATH/0_127_E,...TYPE2Q_PATH/2_237_Q
0_259_E,1_21_Q,...TYPE0E_PATH/0_259_E,...TYPE1Q_PATH/1_21_Q
0_549_E,2_499_Q,...TYPE0E_PATH/0_549_E,...TYPE2Q_PATH/2_499_Q
0_153_E,1_387_Q,...TYPE0E_PATH/0_153_E,...TYPE1Q_PATH/1_387_Q
0_470_E,2_772_Q,...TYPE0E_PATH/0_470_E,...TYPE2Q_PATH/2_772_Q
0_852_E,1_747_Q,...TYPE0E_PATH/0_852_E,...TYPE1Q_PATH/1_747_Q
0_747_E,2_513_Q,...TYPE0E_PATH/0_747_E,...TYPE2Q_PATH/2_513_Q
0_63_E,1_842_Q,...TYPE0E_PATH/0_63_E,...TYPE1Q_PATH/1_842_Q
0_44_E,2_537_Q,...TYPE0E_PATH/0_44_E,...TYPE2Q_PATH/2_537_Q
0_434_E,1_519_Q,...TYPE0E_PATH/0_434_E,...TYPE1Q_PATH/1_519_Q
0_826_E,2_822_Q,...TYPE0E_PATH/0_826_E,...TYPE2Q_PATH/2_822_Q
0_339_E,1_915_Q,...TYPE0E_PATH/0_339_E,...TYPE1Q_PATH/1_915_Q
0_270_E,2_642_Q,...TYPE0E_PATH/0_270_E,...TYPE2Q_PATH/2_642_Q
0_513_E,1_278_Q,...TYPE0E_PATH/0_513_E,...TYPE1Q_PATH/1_278_Q
0_618_E,2_114_Q,...TYPE0E_PATH/0_618_E,...TYPE2Q_PATH/2_114_Q
0_748_E,1_396_Q,...TYPE0E_PATH/0_748_E,...TYPE1Q_PATH/1_396_Q
0_352_E,2_891_Q,...TYPE0E_PATH/0_352_E,...TYPE2Q_PATH/2_891_Q
0_487_E,1_525_Q,...TYPE0E_PATH/0_487_E,...TYPE1Q_PATH/1_525_Q
0_867_E,2_187_Q,...TYPE0E_PATH/0_867_E,...TYPE2Q_PATH/2_187_Q
0_524_E,1_58_Q,...TYPE0E_PATH/0_524_E,...TYPE1Q_PATH/1_58_Q
0_367_E,2_743_Q,...TYPE0E_PATH/0_367_E,...TYPE2Q_PATH/2_743_Q
0_893_E,1_908_Q,...TYPE0E_PATH/0_893_E,...TYPE1Q_PATH/1_908_Q
0_99_E,2_490_Q,...TYPE0E_PATH/0_99_E,...TYPE2Q_PATH/2_490_Q
0_952_E,1_955_Q,...TYPE0E_PATH/0_952_E,...TYPE1Q_PATH/1_955_Q
0_389_E,2_334_Q,...TYPE0E_PATH/0_389_E,...TYPE2Q_PATH/2_334_Q
0_186_E,1_261_Q,...TYPE0E_PATH/0_186_E,...TYPE1Q_PATH/1_261_Q
0_94_E,2_241_Q,...TYPE0E_PATH/0_94_E,...TYPE2Q_PATH/2_241_Q
0_673_E,1_954_Q,...TYPE0E_PATH/0_673_E,...TYPE1Q_PATH/1_954_Q
0_990_E,2_276_Q,...TYPE0E_PATH/0_990_E,...TYPE2Q_PATH/2_276_Q
0_343_E,1_479_Q,...TYPE0E_PATH/0_343_E,...TYPE1Q_PATH/1_479_Q
0_344_E,2_278_Q,...TYPE0E_PATH/0_344_E,...TYPE2Q_PATH/2_278_Q
0_377_E,1_513_Q,...TYPE0E_PATH/0_377_E,...TYPE1Q_PATH/1_513_Q
0_781_E,2_735_Q,...TYPE0E_PATH/0_781_E,...TYPE2Q_PATH/2_735_Q
0_903_E,1_395_Q,...TYPE0E_PATH/0_903_E,...TYPE1Q_PATH/1_395_Q
0_220_E,2_487_Q,...TYPE0E_PATH/0_220_E,...TYPE2Q_PATH/2_487_Q
0_368_E,1_380_Q,...TYPE0E_PATH/0_368_E,...TYPE1Q_PATH/1_380_Q
0_159_E,2_961_Q,...TYPE0E_PATH/0_159_E,...TYPE2Q_PATH/2_961_Q
0_568_E,1_529_Q,...TYPE0E_PATH/0_568_E,...TYPE1Q_PATH/1_529_Q
0_964_E,2_580_Q,...TYPE0E_PATH/0_964_E,...TYPE2Q_PATH/2_580_Q
0_275_E,1_234_Q,...TYPE0E_PATH/0_275_E,...TYPE1Q_PATH/1_234_Q
0_348_E,2_564_Q,...TYPE0E_PATH/0_348_E,...TYPE2Q_PATH/2_564_Q
0_690_E,1_399_Q,...TYPE0E_PATH/0_690_E,...TYPE1Q_PATH/1_399_Q
0_983_E,2_838_Q,...TYPE0E_PATH/0_983_E,...TYPE2Q_PATH/2_838_Q
0_266_E,1_526_Q,...TYPE0E_PATH/0_266_E,...TYPE1Q_PATH/1_526_Q
0_714_E,2_729_Q,...TYPE0E_PATH/0_714_E,...TYPE2Q_PATH/2_729_Q
0_782_E,1_920_Q,...TYPE0E_PATH/0_782_E,...TYPE1Q_PATH/1_920_Q
0_163_E,2_579_Q,...TYPE0E_PATH/0_163_E,...TYPE2Q_PATH/2_579_Q
0_937_E,1_508_Q,...TYPE0E_PATH/0_937_E,...TYPE1Q_PATH/1_508_Q
0_825_E,2_776_Q,...TYPE0E_PATH/0_825_E,...TYPE2Q_PATH/2_776_Q
0_533_E,1_115_Q,...TYPE0E_PATH/0_533_E,...TYPE1Q_PATH/1_115_Q
0_777_E,2_416_Q,...TYPE0E_PATH/0_777_E,...TYPE2Q_PATH/2_416_Q
0_22_E,1_939_Q,...TYPE0E_PATH/0_22_E,...TYPE1Q_PATH/1_939_Q
0_6_E,2_15_Q,...TYPE0E_PATH/0_6_E,...TYPE2Q_PATH/2_15_Q
0_542_E,1_831_Q,...TYPE0E_PATH/0_542_E,...TYPE1Q_PATH/1_831_Q
0_890_E,2_581_Q,...TYPE0E_PATH/0_890_E,...TYPE2Q_PATH/2_581_Q
0_97_E,1_879_Q,...TYPE0E_PATH/0_97_E,...TYPE1Q_PATH/1_879_Q
0_828_E,2_259_Q,...TYPE0E_PATH/0_828_E,...TYPE2Q_PATH/2_259_Q
0_295_E,1_112_Q,...TYPE0E_PATH/0_295_E,...TYPE1Q_PATH/1_112_Q
0_284_E,2_719_Q,...TYPE0E_PATH/0_284_E,...TYPE2Q_PATH/2_719_Q
0_460_E,1_688_Q,...TYPE0E_PATH/0_460_E,...TYPE1Q_PATH/1_688_Q
0_603_E,2_654_Q,...TYPE0E_PATH/0_603_E,...TYPE2Q_PATH/2_654_Q
0_197_E,1_835_Q,...TYPE0E_PATH/0_197_E,...TYPE1Q_PATH/1_835_Q
0_459_E,2_476_Q,...TYPE0E_PATH/0_459_E,...TYPE2Q_PATH/2_476_Q
0_707_E,1_15_Q,...TYPE0E_PATH/0_707_E,...TYPE1Q_PATH/1_15_Q
0_225_E,2_607_Q,...TYPE0E_PATH/0_225_E,...TYPE2Q_PATH/2_607_Q
0_261_E,1_289_Q,...TYPE0E_PATH/0_261_E,...TYPE1Q_PATH/1_289_Q
0_429_E,2_923_Q,...TYPE0E_PATH/0_429_E,...TYPE2Q_PATH/2_923_Q
0_310_E,1_42_Q,...TYPE0E_PATH/0_310_E,...TYPE1Q_PATH/1_42_Q
0_986_E,2_39_Q,...TYPE0E_PATH/0_986_E,...TYPE2Q_PATH/2_39_Q
0_979_E,1_897_Q,...TYPE0E_PATH/0_979_E,...TYPE1Q_PATH/1_897_Q
0_718_E,2_898_Q,...TYPE0E_PATH/0_718_E,...TYPE2Q_PATH/2_898_Q
0_160_E,1_994_Q,...TYPE0E_PATH/0_160_E,...TYPE1Q_PATH/1_994_Q
0_665_E,2_784_Q,...TYPE0E_PATH/0_665_E,...TYPE2Q_PATH/2_784_Q
0_402_E,1_735_Q,...TYPE0E_PATH/0_402_E,...TYPE1Q_PATH/1_735_Q
0_733_E,2_928_Q,...TYPE0E_PATH/0_733_E,...TYPE2Q_PATH/2_928_Q
0_539_E,1_430_Q,...TYPE0E_PATH/0_539_E,...TYPE1Q_PATH/1_430_Q
0_203_E,2_134_Q,...TYPE0E_PATH/0_203_E,...TYPE2Q_PATH/2_134_Q
0_176_E,1_622_Q,...TYPE0E_PATH/0_176_E,...TYPE1Q_PATH/1_622_Q
0_574_E,2_532_Q,...TYPE0E_PATH/0_574_E,...TYPE2Q_PATH/2_532_Q
0_726_E,1_830_Q,...TYPE0E_PATH/0_726_E,...TYPE1Q_PATH/1_830_Q
0_27_E,2_275_Q,...TYPE0E_PATH/0_27_E,...TYPE2Q_PATH/2_275_Q
0_793_E,1_981_Q,...TYPE0E_PATH/0_793_E,...TYPE1Q_PATH/1_981_Q
0_616_E,2_981_Q,...TYPE0E_PATH/0_616_E,...TYPE2Q_PATH/2_981_Q
0_818_E,1_350_Q,...TYPE0E_PATH/0_818_E,...TYPE1Q_PATH/1_350_Q
0_517_E,2_744_Q,...TYPE0E_PATH/0_517_E,...TYPE2Q_PATH/2_744_Q
0_778_E,1_209_Q,...TYPE0E_PATH/0_778_E,...TYPE1Q_PATH/1_209_Q
0_238_E,2_423_Q,...TYPE0E_PATH/0_238_E,...TYPE2Q_PATH/2_423_Q
0_756_E,1_253_Q,...TYPE0E_PATH/0_756_E,...TYPE1Q_PATH/1_253_Q
0_223_E,2_439_Q,...TYPE0E_PATH/0_223_E,...TYPE2Q_PATH/2_439_Q
0_297_E,1_791_Q,...TYPE0E_PATH/0_297_E,...TYPE1Q_PATH/1_791_Q
0_95_E,2_900_Q,...TYPE0E_PATH/0_95_E,...TYPE2Q_PATH/2_900_Q
0_91_E,1_643_Q,...TYPE0E_PATH/0_91_E,...TYPE1Q_PATH/1_643_Q
0_30_E,2_501_Q,...TYPE0E_PATH/0_30_E,...TYPE2Q_PATH/2_501_Q
0_929_E,1_664_Q,...TYPE0E_PATH/0_929_E,...TYPE1Q_PATH/1_664_Q
0_32_E,2_706_Q,...TYPE0E_PATH/0_32_E,...TYPE2Q_PATH/2_706_Q
0_449_E,1_894_Q,...TYPE0E_PATH/0_449_E,...TYPE1Q_PATH/1_894_Q
0_432_E,2_310_Q,...TYPE0E_PATH/0_432_E,...TYPE2Q_PATH/2_310_Q
0_645_E,1_742_Q,...TYPE0E_PATH/0_645_E,...TYPE1Q_PATH/1_742_Q
0_604_E,2_751_Q,...TYPE0E_PATH/0_604_E,...TYPE2Q_PATH/2_751_Q
0_14_E,1_819_Q,...TYPE0E_PATH/0_14_E,...TYPE1Q_PATH/1_819_Q
0_89_E,2_606_Q,...TYPE0E_PATH/0_89_E,...TYPE2Q_PATH/2_606_Q
0_480_E,1_935_Q,...TYPE0E_PATH/0_480_E,...TYPE1Q_PATH/1_935_Q
0_558_E,2_678_Q,...TYPE0E_PATH/0_558_E,...TYPE2Q_PATH/2_678_Q
0_996_E,1_667_Q,...TYPE0E_PATH/0_996_E,...TYPE1Q_PATH/1_667_Q
0_913_E,2_282_Q,...TYPE0E_PATH/0_913_E,...TYPE2Q_PATH/2_282_Q
0_868_E,1_627_Q,...TYPE0E_PATH/0_868_E,...TYPE1Q_PATH/1_627_Q
0_758_E,2_812_Q,...TYPE0E_PATH/0_758_E,...TYPE2Q_PATH/2_812_Q
0_431_E,1_581_Q,...TYPE0E_PATH/0_431_E,...TYPE1Q_PATH/1_581_Q
0_692_E,2_839_Q,...TYPE0E_PATH/0_692_E,...TYPE2Q_PATH/2_839_Q
0_695_E,1_833_Q,...TYPE0E_PATH/0_695_E,...TYPE1Q_PATH/1_833_Q
0_104_E,2_737_Q,...TYPE0E_PATH/0_104_E,...TYPE2Q_PATH/2_737_Q
0_502_E,1_443_Q,...TYPE0E_PATH/0_502_E,...TYPE1Q_PATH/1_443_Q
0_754_E,2_183_Q,...TYPE0E_PATH/0_754_E,...TYPE2Q_PATH/2_183_Q
0_260_E,1_654_Q,...TYPE0E_PATH/0_260_E,...TYPE1Q_PATH/1_654_Q
0_142_E,2_934_Q,...TYPE0E_PATH/0_142_E,...TYPE2Q_PATH/2_934_Q
0_328_E,1_317_Q,...TYPE0E_PATH/0_328_E,...TYPE1Q_PATH/1_317_Q
0_228_E,2_236_Q,...TYPE0E_PATH/0_228_E,...TYPE2Q_PATH/2_236_Q
0_179_E,1_230_Q,...TYPE0E_PATH/0_179_E,...TYPE1Q_PATH/1_230_Q
0_250_E,2_245_Q,...TYPE0E_PATH/0_250_E,...TYPE2Q_PATH/2_245_Q
0_564_E,1_845_Q,...TYPE0E_PATH/0_564_E,...TYPE1Q_PATH/1_845_Q
0_281_E,2_449_Q,...TYPE0E_PATH/0_281_E,...TYPE2Q_PATH/2_449_Q
0_395_E,1_161_Q,...TYPE0E_PATH/0_395_E,...TYPE1Q_PATH/1_161_Q
0_759_E,2_993_Q,...TYPE0E_PATH/0_759_E,...TYPE2Q_PATH/2_993_Q
0_495_E,1_736_Q,...TYPE0E_PATH/0_495_E,...TYPE1Q_PATH/1_736_Q
0_25_E,2_375_Q,...TYPE0E_PATH/0_25_E,...TYPE2Q_PATH/2_375_Q
0_35_E,1_71_Q,...TYPE0E_PATH/0_35_E,...TYPE1Q_PATH/1_71_Q
0_114_E,2_347_Q,...TYPE0E_PATH/0_114_E,...TYPE2Q_PATH/2_347_Q
0_442_E,1_828_Q,...TYPE0E_PATH/0_442_E,...TYPE1Q_PATH/1_828_Q
0_654_E,2_907_Q,...TYPE0E_PATH/0_654_E,...TYPE2Q_PATH/2_907_Q
1_385_E,0_606_Q,...TYPE1E_PATH/1_385_E,...TYPE0Q_PATH/0_606_Q
1_986_E,2_184_Q,...TYPE1E_PATH/1_986_E,...TYPE2Q_PATH/2_184_Q
1_551_E,0_998_Q,...TYPE1E_PATH/1_551_E,...TYPE0Q_PATH/0_998_Q
1_135_E,2_430_Q,...TYPE1E_PATH/1_135_E,...TYPE2Q_PATH/2_430_Q
1_237_E,0_471_Q,...TYPE1E_PATH/1_237_E,...TYPE0Q_PATH/0_471_Q
1_758_E,2_825_Q,...TYPE1E_PATH/1_758_E,...TYPE2Q_PATH/2_825_Q
1_913_E,0_699_Q,...TYPE1E_PATH/1_913_E,...TYPE0Q_PATH/0_699_Q
1_305_E,2_659_Q,...TYPE1E_PATH/1_305_E,...TYPE2Q_PATH/2_659_Q
1_27_E,0_701_Q,...TYPE1E_PATH/1_27_E,...TYPE0Q_PATH/0_701_Q
1_13_E,2_649_Q,...TYPE1E_PATH/1_13_E,...TYPE2Q_PATH/2_649_Q
1_874_E,0_91_Q,...TYPE1E_PATH/1_874_E,...TYPE0Q_PATH/0_91_Q
1_322_E,2_378_Q,...TYPE1E_PATH/1_322_E,...TYPE2Q_PATH/2_378_Q
1_759_E,0_633_Q,...TYPE1E_PATH/1_759_E,...TYPE0Q_PATH/0_633_Q
1_692_E,2_364_Q,...TYPE1E_PATH/1_692_E,...TYPE2Q_PATH/2_364_Q
1_685_E,0_59_Q,...TYPE1E_PATH/1_685_E,...TYPE0Q_PATH/0_59_Q
1_446_E,2_113_Q,...TYPE1E_PATH/1_446_E,...TYPE2Q_PATH/2_113_Q
1_675_E,0_201_Q,...TYPE1E_PATH/1_675_E,...TYPE0Q_PATH/0_201_Q
1_876_E,2_887_Q,...TYPE1E_PATH/1_876_E,...TYPE2Q_PATH/2_887_Q
1_954_E,0_320_Q,...TYPE1E_PATH/1_954_E,...TYPE0Q_PATH/0_320_Q
1_604_E,2_881_Q,...TYPE1E_PATH/1_604_E,...TYPE2Q_PATH/2_881_Q
1_198_E,0_458_Q,...TYPE1E_PATH/1_198_E,...TYPE0Q_PATH/0_458_Q
1_823_E,2_956_Q,...TYPE1E_PATH/1_823_E,...TYPE2Q_PATH/2_956_Q
1_473_E,0_498_Q,...TYPE1E_PATH/1_473_E,...TYPE0Q_PATH/0_498_Q
1_641_E,2_862_Q,...TYPE1E_PATH/1_641_E,...TYPE2Q_PATH/2_862_Q
1_990_E,0_487_Q,...TYPE1E_PATH/1_990_E,...TYPE0Q_PATH/0_487_Q
1_664_E,2_172_Q,...TYPE1E_PATH/1_664_E,...TYPE2Q_PATH/2_172_Q
1_772_E,0_354_Q,...TYPE1E_PATH/1_772_E,...TYPE0Q_PATH/0_354_Q
